Airport Name,Zipcode
Miroslav ULM,41301
Aeròdrom Municipal El Pla de Santa María,41400
AeroNiebla,41510
Ras Sudr,41511
Ras Sudr,41511
Dyer's Landing Airport,41513
Hengsen-Opherdicke Airfield,41517
Aeródromo La Loma,41710
Campo de Vuelo de Astorga,41720
B T & K H Ranch Airport,41727
Heinsberg,41812
Standard Field,42003
Creek Side Landing Airport,42025
Lida Junction Airport,42031
Wolf River Airport,42036
Myricks Airport,42041
Herrington Field,42048
Williamson Airport,42071
Rojūnai Airport,42115
Jeffries Farm Airport,42123
Cambron Field,42134
Carriage Lane Airport,42134
Alcalá de la Jovada Airstrip,42149
Oz Airport,42170
Tee Brad's Airport,42301
Weavers Run Airport,42327
Wichman Airport,42327
Hemmingsen Airport,42350
Ag Spray Inc Airport,42371
Oink Acres Airport,42372
Luscombe Lane 1 Airport,42372
Sky Ranch Airport,42376
Crow Island Airport (Pvt),42408
Hadley Airport,42420
Lambert Airport,42440
Siegen-Eisernhardt Airfield,42477
Sauer Airport,42518
Pilkinton Airstrip,42544
Menden-Barge Airfield,42579
Saint Suffren private UL strip,42600
Sharm El Sheikh International Airport,42615
St Catherine International Airport,42615
Jukam's Landing Airport,42728
La Salette Les Opinions Airport,42740
La Plagne Bouirex Airport,42740
Solitude Airstrip,42748
Sharp Field,42748
Brunner Airport,42749
Juneau Ultralightport,42754
Berbérati Airport,42834
Mahoning County Joint Vocational School Airport,43015
Rogers Private Airport,43031
Hilltop Airport,43040
Soaring Horse Airport,43064
Lost Creek Airport,43064
Bluebird Hill Airport,43066
Mountaindale Airport,43066
Merritt Airport,43074
Morkassel Field,43076
Dounis Airfield,43100
Molos Airfield,43100
Waisley Airport,43113
Bowman Field,43113
Caesar Creek Soaring Club Gliderport,43126
Shreveport North Airport,43130
Unity Airport,43138
Villamarco UL,43144
Huffman Farm Airport,43146
Ronshausen Airport,43157
Cedar Creek Airport,43160
Reggane Airport,43250
Pisarovina Airfield,43272
Säffle Airport,43293
Barcus Field,43316
Pleasant Home Gliding Club Gliderport,43326
Nesta Airport,43336
Dougherty Airport,43343
Dalton Airport,43402
Biggs Skypatch Airport,43402
Kemps Field of Dreams Airport,43402
Massengill Airport,43410
Goering Ranches / Crocheta Airport Estates,43412
Hilltop Airport,43412
Richards Airport,43416
Murtha Airport,43420
Crocker Airport,43420
Drennan Airport,43436
South Fulton Airport,43438
Southcreek Airport,43445
Wildcat Canyon Airport,43446
Taylor Airport,43446
Mc Knight Airport,43447
Kentmorr Airpark,43456
Umpqua Airport,43456
Red's Field,43464
Gradac Airstrip,43500
R & M Aviation Airport,43502
Talihina Municipal Airport,43516
Zbilidy UL,43532
Pellar Farm Airport,43540
Blevins Airport,43545
Aeródromo de Villa María,43550
Kits Airport,43556
Tathams' STOLport,43558
J-Em Farm Airport,43566
Aeródromo de Valdelaguna,43700
Lisbon Airfield,43701
Transportation Research Center of Ohio Airport,43701
Flying Eagle Estates Airport,43725
Columbia-Adair Co. Airport,43731
Margos Sky Ranch Airport,43787
Aeródromo de Cillamayor,43811
Verhoff Airport,43812
Dennis Ranch Airport,43830
Logan's Chance Airport,43837
Letovice,43924
Oakesdale Airport,43931
Boehm's Field,43950
Youngpeter Airport,44003
Christy's Airport,44024
Peacock Ranch Airport,44028
Brannon Field,44032
Lutz Airport,44035
Mach-O Acres Airport,44041
Canal Fulton Airport,44044
Hidden Quarry Airport,44048
Haas Airport,44050
Boggy Bottoms Airport,44050
Bieber Field,44057
Stone Airport,44062
Ribbon Ridge Airport,44064
M.C.R. Airport,44065
Allen Airport,44065
Rowena Dell Airport,44082
Rick's Airport,44086
Myakka Head Airport,44090
Green Acres Airport,44093
Brocker Field,44145
Jantzen Airport,44201
Mills Airport,44231
Victor's Landing Airport,44234
Hilltop Airport,44254
Traylor Tick Farm Airport,44255
K & D Airways Airport,44273
Seesholtz Airport,44273
Myrick Airport,44275
Darla's Airport,44281
J and B Sky Ranch Airport,44281
Boggs Field,44287
Ridali Airfield,44317
Neversweat Too Airport,44401
Mountain Ridge Airport,44402
Parks Airport,44404
Curtis Airport,44406
Clum Airport,44410
Beach City Airport,44411
Hamrick Airport,44428
Urban Airport,44431
York Aerodrome,44436
Shotgun Ranch Airstrip,44444
Little River Ranch Airport,44446
Fairmont Municipal-Frankman Field,44449
Kellers Strip,44451
Double S Farms Airport,44454
Gum Creek Airport,44460
Wilderness Airport,44484
Giron Airport,44500
Union de Reyes Airport,44510
Baisden Airport,44515
Meiersberg Airfield,44536
Willaview Airport,44608
Bandit Field Airdrome Airport,44615
Strom Field,44625
Merts Field,44629
Morrison Field,44632
Erdy Farm Airport,44641
Kindelberger Landing Strip,44641
Eagle Creek Airport,44666
Belleview Landing Airport,44680
Luther Airport,44685
Mc Laughlin Farm Airport,44691
The Flying Cowboy Airport,44691
Gothenburg City Airport,44737
Twin Lakes Airport,44805
Aring Field,44811
Haar Airport,44813
Green Country Airpark,44818
Mather Field,44836
Packer Airport,44836
Gradolph Field,44839
Harman Airport,44857
Valley Airport,44859
Salt Box Airport,44870
Derry Landing Strip,44870
L D Airport,44889
Pine Hollow Airport,44903
Sidi Slimane Airport,45005
Golog Maqin Airport,45005
Nardo Airport,45040
Air Jordan Airport,45054
Apple Airport,45068
Aero Lake Farm Airport,45068
Windswept Airport,45068
Aeródromo de Tudela,45100
Erkes Airport,45106
Kepes Flying Field,45107
Yoder Airport,45107
Galloway Airport,45123
Sheets Field,45140
Victory Field,45148
S and S Field,45152
El Rancho Airport,45153
Plane Country Airport,45157
Gnadenhutten Airport,45176
Varberg Getterön airfield,45176
Vogel Airpark,45177
Skinner Ranch Airport,45309
Noblesville Airport,45309
Adams Airport,45311
Mitchell Airport,45318
Gregg Airport,45331
Peaceful Cove Airport,45335
Buckeye Executive Airport,45338
Jbr Airport,45339
Morningstar North Airport,45344
Hayden Mountain Airport,45345
Mc Colloch's Airport,45345
Fry Airport,45356
Neversweat Airport,45356
Mole Airport,45359
Sweetbriar Airport,45359
Frith Airport,45369
Spring Valley Farm Airport,45373
Riceland Aerodrome,45381
Hungry Ridge Ranch Airport,45383
Rauhaus Field,45384
Vaasa Airport,45410
Brookville Air-Park Airport,45427
Grefrath-Niershorst Airport,45470
Aeródromo de Tardienta - Monegros,45513
Aeródromo Orce,45530
Glide Aero Airport,45612
Dillon Field Airport,45612
Aeródromo de Treviño,45612
Edmond Airport,45652
Lamle Airport,45690
Low Pass Airport,45692
Schlierstadt,45731
Ljungbyhed Airport,45741
Mönchengladbach Airport,45770
Air Park North,45810
Jones Air Park,45831
Forest Field,45840
Johns Landing Airport,45843
Clay's Rv Airport,45856
Thomas Landing Airport,45868
Triple R Ranch Airport,45875
Shivers Private Airport,45879
Ambassador Ultralightport,45880
Creager Airport,45887
Gates Airport,45889
Aeródromo Fuentealamo,45900
Campo de Vuelo Bañeres de Mariola,45960
Nador International Airport,46000
Tit Mellil Airport,46000
Ridge Airport,46001
Stará voda,46010
Mershon Airport,46011
G. Bray Airport,46017
Flying H Farms Airport,46030
Mc Coy Airport,46030
Francis Airport,46031
Kester Fly Inn Airport,46034
Baird-Wolford Airport,46036
Crooksville Airport,46037
Skillet Fork Farm Airport,46041
Diamond P. Field,46069
Willis Airport,46071
Wyckoff Airstrip,46072
Salem Municipal Airport,46074
Midland Airport,46105
Voges Airstrip,46111
Peterson Ultralightport,46112
Winchester Airport,46112
Patterson Farms Airport,46117
Hastings Airport,46117
Gbangbatok Airport,46117
Hardy Airport,46118
Nelson Airport,46118
Fox Station Airport,46120
Chesak Airport,46121
Flying B Ranch Airport,46125
Assumption Island Airport,46130
Alphonse Airport,46130
Mitek Airport,46131
Mount Royal Airport,46131
Emerick Airport,46131
Fuller Field,46135
Providence Place Field,46135
Sutton's Field,46140
Barnstorm Field,46140
Wayne Ziller Jr Airport,46140
Cornell Airport,46140
Miller Airport,46140
Marcidale Airport,46143
Aeródromo forestal Castell de Castells,46143
Dozier Airport,46147
William E. Koenig Airport,46149
Thacker Airport,46149
Godahavit Airport,46149
Sunset Strip Airpark,46151
Mcminn Airport,46157
Canary's Airport,46158
Spangler Airport,46162
Miles Field,46165
Campo de Vuelo Moixent-Mogente,46169
Alt Camp de Vallmoll,46173
Central City Municipal - Larry Reineke Field,46176
Murphy Farms Airport,46176
Baggett Farms Airport,46176
Wyandotte Airport,46182
Foghorn Farms Airport,46182
Jackson Field,46184
Jacobi Airport,46184
Schroeder Private Airport,46184
Düren-Hürtgenwald Airfield,46282
Schwaigern/Stetten UL,46325
Soest/Bad Sassendorf Airport,46325
Klaipėda Airport,46333
Kartena Airport,46335
Vodňany Airstrip,46343
Homestead Airport,46350
Winters Airport,46356
Saint Sigismond ULM,46360
Gettlefinger Field,46366
Johnson Airport,46368
Aerobatic Practice Airport,46371
Pourvoirie Joncas Airstrip,46379
Harold Bunger Airport,46380
Walker/Rowe Waterloo Airport,46382
Stangland Airport,46391
Aeródromo forestal de La Yesa,46392
Terrinches Agro Airstrip,46410
Aeródromo  Forestal Villaviciosa de Córdoba,46430
Gustorfer Höhe Airfield,46446
Borken-Hoxfeld Airport,46487
Ramonchamp ULM,46500
Saint Sigismond ULM,46500
Midkiff Airport,46501
Kropf Airport,46506
Dick's Strip,46506
Felix Airport,46511
Clarion Field,46527
Earlville Airport,46539
Orthodontic Strip,46542
Taft Airport,46542
Dillon Airport,46545
Hidden Valley Airport,46563
Riley Field,46563
Kamm Airport,46567
Pruss Airport,46574
Gillen Airport,46574
Samuels Springs Airport,46574
Ddt Field,46619
Aswan International Airport,46619
Aswan International Airport,46619
Campo de Vuelo Yecla,46630
Santa Cruz de la Zarza Airstrip,46630
Riverveiw Airport,46701
Rexford Airport,46701
Short Stop Airport,46701
Davis Airport,46711
David Gillespie Airport,46721
Gessie Airport,46723
Pine Hill Airport,46725
Cramer Aerodrome,46725
Tatertown Airport,46725
Aero Lake Estates Airport,46725
Fremont (Murphy) Airport,46725
Daniel's Landing Airport,46733
Adkins RLA Restricted Landing Area,46733
Shenandoah Flying Field,46737
P.J. Killian Airport,46741
Garrett Field,46742
Tiber Dam Airport,46742
Wyrill Farming Airport,46746
Bergs Airport,46746
Prima Airport,46763
Hiram Cure Airport,46766
Mason Airport,46767
Schertz Aerial Service - Hudson Airport,46774
Schmidt Airport,46774
Gerig's Field,46777
Rush STOLport,46783
Smith Restricted Landing Area,46783
Raymond Classen Memorial Airport,46783
Huggins Memorial Airport,46788
Gifford Field,46793
Stout Field,46797
Ringneck Ranch Airport,46797
Nummijärvi airstrip,46810
Classic Landings Airport,46816
Robinson Airpark,46818
Silver Creek Gliderport,46818
Aeródromo de Zalla - Forestal,46842
Osage City Municipal Airport,46901
Marshall Field,46902
Stottlemyer Airport,46902
Rothrock Airport,46914
Delphi Municipal Airport,46919
Hangar Fly Ultralight Fly Club Ultralightport,46923
Carlson Farm Airport,46928
Hemp Ridge Airport,46928
Ylivieska Airfield,46930
Watkins Private Airport,46932
Wilson Airport,46936
Walter A Swalley Airpark,46952
Morris Airport,46960
Godbee RLA Restricted Landing Area,46962
Port Paradise Farms Airport,46979
Landings Condominium Airport,46982
Willis Airport Site No. 2 Airport,46994
Kondoa Airport,47000
Careferre Acres Airport,47011
Tevis Airport,47018
Villiger Restricted Landing Area,47023
Maize Airport,47031
Glenndale Airport,47043
Česká Třebová Airstrip,47101
Gary Johnson Field,47108
Boonville Airport,47108
Želeč Airstrip,47111
Bottoms Brothers Airport,47117
Cady Aerial RLA Restricted Landing Area,47122
Bandmill Field,47126
West Grove Airport,47135
Sport Aircraft Flight Park Ultralightport,47164
Aero Plaines Airport,47164
Ted's Place Airport,47167
Rust Airstrip,47170
Stanton Airport,47201
Chanay Airport,47235
Kaml Airstrip,47265
Jan Knipe Airport,47274
Unsicker Airport,47320
Hawker Airport,47330
Benham Airport,47331
Westfield Airport,47346
Lincoln Farm Airport,47348
Galloway Airport,47356
Hagi Landing Area Airport,47356
Ensminger Airport,47359
Jim Wehrli Memorial Airport,47371
Aero Estates Airport,47386
Jmj Landing Airport,47396
Fifer Field,47433
Thrust Industries Airport,47438
Hay Springs Municipal Airport,47441
Philip Ranch Airport,47443
Williams Farm Airport,47448
Hagerstown Airport,47454
Confer's Place Airport,47456
Converse Airport,47465
Dinslaken/Schwarze Heide Airport,47475
Vettweiß-Soller,47509
Hamm-Lippewiesen Airport,47574
Phyllis Field,47597
Alexandria Airport,47601
Basting Airport,47616
Nelund Field,47617
Wix Airport,47620
Heller Airport,47620
Ruder Airport,47620
Thorn Field,47620
Sickler Airstrip,47631
Holt Field,47648
Wesel-Römerwardt Airport,47652
Kamen-Heeren Airfield,47661
Excelsior Springs Memorial Airport,47720
Skamokawa East Valley Airport,47802
Charles E Grutzmacher Municipal Airport,47802
Panther Field,47802
Marl-Loemühle Airfield,47802
Amy Airport,47838
Flying Z Ranch Airport,47861
Green Field,47867
Oerlinghausen Airport,47877
Norwich Airport,47882
Fischer Field,47905
Potter Airport,47906
Curry Airport,47906
Sanders Airport,47917
Harold Emmerich Airport,47918
Culp Farms Airport,47918
Frost Field,47929
Goch-Asperden Airport,47929
Cedar Ridge Airport,47932
Ball Field,47952
Birkey Private Airport,47957
Wiley Updike Airport,47959
Big Andy Airport,47960
Wawasee Airport,47978
The Last Resort Airport,47993
South Fox Island Airport,48000
Rabah Bitat Airport,48000
Air Rahe Airport,48005
Ocean Reef Club Airport,48006
Galler's Airport,48041
Husband Field,48049
Star Hill Golf Club Airport,48054
Fessenden Municipal Airport,48097
Base ULM du Petit Fay,48100
Base ULM de Fontaine les Clerval,48100
Grayland Intergalactic Airport,48111
Ms Pats Airport,48137
Great Oaks Airport,48137
Reinke Airport,48158
Grass Roots STOLport,48166
Winstead '76' Airport,48176
Famuliner Farms Airport,48191
Oelde Bergeler Airport,48291
Segelfluggelände Haiterbach,48317
Geilsheim UL,48351
Mayes Homestead Airport,48371
Ocean Ridge Airport,48413
Ferguson Farms Airport,48423
Stahlberg-Mohr Airport,48426
Flensburg-Schäferhaus Airport,48432
Pronger Bros Ranch Airport,48433
Rostex Airport,48450
Smith Field,48458
Dubey Airport,48467
3-M's Airport,48471
Findley Field,48473
Osnabrück-Atterheide Airport,48531
Büren Airfield,48565
Mallory Field,48616
Skalicky Airstrip,48617
Paradise Airport,48617
Dorstadt UL,48629
Fuhr Flying Svc Airport,48630
Dairyview Airport,48632
Phillip R Bunn Airport,48647
Hasselbring Airport,48650
Larry D Boven Airport,48655
Münster-Telgte Airport,48703
Lahti Vesivehmaa Airport,48720
Sawyer Farm Airport,48734
Harrington Flying Service Airport,48740
Deyoung Airport,48746
Troll Farm Airport,48746
Pawnee Municipal Airport,48748
River Falls Airport,48748
Circle T Airport,48759
Lake Bronson Airport,48768
Capen Airport,48768
Johnson Private Airport,48768
Flugplatz Airport,48770
Black'S Airfield,48808
Everidge Airport,48811
Reinoehl Field,48813
Brutlag Farms Airport,48820
Helblad Airport,48827
Flying Tigers Airport,48831
Norris Raun Ranch Airport,48832
Far Field,48836
Greenbush Municipal Airport,48838
Sontimer Airport,48843
Para Field,48843
Sunset Airport,48848
Wetenkamp Airport,48854
Sell's Flying Field,48857
Aeródromo de Fuente Obejuna,48860
Butch's Strip STOLport,48861
Toketee State Airport,48866
Walker Airport,48867
Waterville Airport,48879
Last Chance Ranch Airport,48879
B Tree Farms Airport,48879
Somerville Airport,48880
Yale Airport,48893
Twin Lakes Airport,48895
Happy Landings Airport,49004
Middlesex Valley Airport,49009
Mc Jilton Field,49048
Howard's Airport,49048
Lada Airport,49052
Howe Airport,49071
Wiefelstede/Conneforde Airport,49076
Tri-County Airport,49079
Hi Line Lodge Airport,49080
Benedick Airport,49087
Wipline Airport,49096
Three Lakes Municipal Airport,49098
J P's Field,49107
Matzie Airport,49120
La Tranclière Private Airstrip,49123
Ramonchamp ULM,49123
Witbeck Aerodrone Airport,49125
Rheine-Eschendorf Airport,49152
Kitty-Wompus Airport,49201
Transylvania Community Airport,49201
Hazelton Municipal Airport,49201
S&S Flying Service Airport,49228
Stoney Point Field,49230
Grenora Centennial Airport,49236
Aslesen Airport,49240
Kral's Personal Use Landing Field,49245
Phil's Field,49270
Freeman Creek Airport,49286
K Ranch Airport,49286
The Farm Airport,49301
Winters Field,49301
Columbia Agricultural Airport,49310
Rose Field,49316
Helgoland-Düne Airport,49324
Williams Field,49329
Slip Knot Landing Airport,49330
Boswell Airport,49331
Pribbs Field,49332
Farnsworth Ranch Airstrip,49341
Anderson Airport,49341
Cridler Airport,49343
Mc Intosh Municipal Airport,49345
Grandpas' Farm Mendota Airport,49346
Silver Creek Ranch Airport,49348
Peg Field,49349
Christianson Field,49355
Flugplatz Riedlingen,49356
Geilenkirchen Air Base,49356
Curt's Place Airport,49401
Emden Airport,49401
Ohlsbach UL,49406
Whitcomb Field,49423
Hancock Airport,49423
Spring Paths Airport,49446
Grove Hill Municipal Airport,49448
Chandler Personal Use Airport,49450
Colle Field,49456
Christison Airport,49464
Campo de Vuelo Casimiro Patiño,49500
Bouarfa Airport,49500
Heide-Büsum Airport,49565
Schlemmer Airport,49601
Scheuen Airfield,49610
Corydon Airport,49611
Pasley Airport,49621
Upper Hannum Creek Airport,49638
Cox-Coyour Meml Air Field,49648
Welke Airport,49651
Verden-Scharnhorst Airfield,49661
Backus Municipal Airport,49683
Radloff's Cedar View Farms Airport,49707
Adazi Airfield,49716
Erkelenz-Kückhoven,49733
Southfork Airport,49747
Brinkman Airport,49748
Prickett-Grooms Field,49782
Vlachos Acres Airport,49783
Mckenzie's Landing Airport,49807
Riordan Airport,49837
Young's Airport,49841
O'Dwyer Airport,49862
Bass Lake Airport,49888
Alderman Airport,49908
Anthony Private Airport,49920
Bangerter Field,49961
R S Auto Airport,50005
Dyersville Area Airport,50008
Angads Airport,50014
Taouima Nador Airport,50014
Ames Field,50021
Ott's Landing Airport,50060
Too Short Airport,50060
Sigourney Iowa Airport,50111
Folkerts Airport,50123
Picayune Airport,50125
Sand Field Airport,50125
Olsen Airport,50125
"Ziegenhain Airfield - ""Der Ring""",50126
Bauer Airport,50130
Anderson Airport,50131
Kern Field,50140
Hoff Airport,50164
Hannen Airport,50165
Miller Field,50167
Flying Y Ranch Airport,50171
Abraham Ranch Airport,50171
Schleswig Air Base,50171
Eldoret International Airport,50200
Eldoret Boma Airport,50200
Eureka Creek Airport,50230
Robinson Airport,50247
Toledo Municipal Airport,50251
Laverty Field,50401
Linda's Roost Airport,50423
Durbin Airport,50435
Dad's Field,50441
Road Commission Nr 1 Airport,50450
The Last Resort Airport,50450
Keitzer Field,50450
Nulltown Wingnuts Ultralightport,50456
Running Creek Ranch Airport,50458
Woolsey Memorial Airport,50459
Morup Airport,50464
Flying S Ranch Airport,50471
Tuinstra Airfield,50511
New Hampton Municipal Airport,50584
Mäntsälä Airport,50600
Funny Farm Airport,50601
Krassel US Forest Service Airport,50613
Weiss Airport,50613
Sig-Nor Airport,50613
Schurr Airport,50613
Nova Rača Airfield,50621
Daruvar,50621
De Ford Airport,50624
Ohio Dusting Co Inc Airport,50627
Paullina Municipal Airport,50645
Orr-Port Airport,50648
Indigo Bay Lodge Airport,50651
Porter Field,50659
Osborne Airport,50675
Flat Top Airstrip,50701
Kralovice Airstrip,50722
Letiště Poličná / Juřinka,50734
Dětřichov Oáza,50758
Letiste Lipová,50791
Aeródromo de Garrucha,50820
Aeródromo de Antequera,50830
Aero-Lane Airport,50841
Pentecost Airport,51031
Cobb Farm Airport,51035
Rake Airport,51050
Wipperfürth-Neye Airport,51061
Bickel STOLport,51063
Tatitlek Airport,51109
Teplice,51233
Red Birds Airyard Airport,51241
Grand Canyon Bar Ten Airstrip,51248
Boršice,51251
Letiště Kněžice u Jičína,51265
Alma Municipal Airport,51351
Harrington Field,51440
Hawk Field,51453
Woodbine Municipal Airport,51466
Solly's Strip Ultralightport,51501
Johnson Airport,51555
Nichols Airport,51555
Lemons Airport,51560
Allen and Gloss Airport,51566
Isabel Municipal Airport,51579
Beaux Ranch Field,51645
Brilon/Hochsauerlandkreis Airfield,51688
Hünsborn Airport,51702
Arnsberg-Menden Airport,51709
Segelfluggelände Altenbachtal,51789
Gewoia Airport,52005
Gewoia Airport,52005
Scanlon Airport,52031
Rathbun Lake Airport,52031
B-8 Farms Airport,52039
Kohlhaas Airport,52040
Robert Newlon Field,52043
Friesenborg & Larson Airport,52054
Silva Ranch Airport,52070
Lidköping-Hovby Airport,52134
Glenboro Airport,52136
Bonn-Hangelar Airport,52146
Sig Field,52159
Larkin Airport,52203
Peleliu Airport,52203
Taylor Ranch Landing Area Airport,52211
Ziggy's Airport,52213
Borås Airport,52231
Beeds Lake Airport,52233
Bluebird Airport,52240
Mitchell Field,52302
Carter Field,52317
Antique Airfield,52333
Mc Bride Field,52335
Ferris Field,52336
Traer Municipal Airport,52342
South Fork Ranch Airport,52347
Layne Field,52356
Triple J Airport,52361
Lünen-Lippeweiden Airfield,52391
Paradiek Lohne bei Vechta,52399
Milhon Airport,52411
Hohn Air Base,52511
Dolmar,52525
Ruckl Airport,52534
Kleis Airport,52536
Regan Ranch Airport,52556
Gelfius International Airport,52565
Quinter Air Strip,52565
Grismore Airport,52571
Cooper Field,52577
Nash Field Indianola Airport,52577
Lanham Field,52580
Riedesel Private Airport,52591
Farrar Airport,52591
Shields Airport,52621
Witcombe Field,52623
Freedom Field,52625
Donnellson Airport,52632
Dyersville Area Airport,52637
Green Castle Airport,52645
Moore Private Airport,52646
Sherman Airport,52651
Gaa Private Airport,52753
Mccoy Airport,52776
Gravco STOLport,53002
Bassatine Airport,53002
Moulay Ali Cherif Airport,53002
Danielson Field Airport,53012
Shanks Agricultural Strip,53019
Polly Ranch Airport,53049
Mc Manus Hoonch-Na-Shee-Kaw Airport,53066
Bulldog Ranch Airport,53070
Whoopy Hollow Aerodrome,53070
Lodi Lakeland Airport,53074
Swensen Airport,53083
Baylie Airport,53094
Missolonghi,53100
Nea Kavala Polykastro Airport,53100
Carlson Airport,53105
El Peco Ranch Airport,53109
Monmouth Municipal Airport,53115
Flyway Farm Airstrip,53121
Macho Grande Airport,53121
Wings For Christ Airport,53126
Touchstone Ridge Ultralightport,53126
Tesmer Airport,53139
Tamarack Airport,53146
Cross-B Airport,53147
With Wings And A Halo Airport,53150
Tranquila Airport,53156
Logan Airport,53167
Heaven's Landing Airstrip,53168
Blair Lake Airport,53176
Berlin Field LLC,53178
Melin Farms Airport,53190
Öresten Airport,53192
Sandvik Airport,53196
Inyonga Airport,53208
"Noto Hadinegoro, Jember Airport",53223
Letiště Komárovice,53361
Neumagen-Dhron Airport,53474
Kusel-Langenbach Airfield,53498
Kaifeng Air Base,53500
Dačice,53501
Flyplassen Airport,53502
Byram Ranch Airport,53504
Birdnest Airport,53504
Miller Airport,53520
Dierdorf-Wienau Airport,53520
Weatherbee Field,53521
Plantation Pine Airport,53525
Warner Robins Air Park,53527
Cinco B Ranch Airport,53531
Kissack/Reynolds Airport,53533
Borrego Air Ranch Airport,53534
Bradley Sky-Ranch Airport,53534
Schmidt Ranch Airport,53538
Jacksonville / Hunter Field,53551
Maidens Airport,53565
Skydive Houston Airport,53572
Williams Airport,53576
Rex Ranch Airport,53576
Dbaks Airport,53578
Shullsburg Airport,53589
Hecklers' Strip,53589
Davies Airport,53593
Plover River Airfield,53594
Haymeadow Airport,53594
Myer Airport,53597
Bergneustadt/Auf dem Dümpel Airport,53757
Mave's Lakeview Road Airport,53809
Mariehamn Airport,53810
Chvojenec Airstrip,53862
Flying Hare Field Airport,53913
Wildberg,53919
Lewis Airport,53928
McCasland Ranch Airport,53943
Littlefork Muni/Hanover Airport,53946
Simandl Field/Private Airport,53949
Werdohl-Küntrop Airport,53949
Curns Airport,53952
Crispy Cedars Airport,53954
Island View Airport,53956
Tarrant Field,53956
Pine Shadows Airpark,53960
Fuller Airport,53962
Dillenburg's Airport,53965
Boyd Field,54013
American Falconry Airport,54015
Kurt's Field,54021
Simons Airfield,54026
Fowler Field,54082
Místek,54102
Funk Aerodrome,54106
Knight Sky Airport,54112
Willow Creek Ranch Airport,54114
Ephraim-Fish Creek Airport,54114
Chimera Aerodrome,54115
Faken Airport,54126
David Randall Airport,54138
Westlake Farms Airport,54162
Runway Leasing Inc Nr 1 Airport,54166
Fairview Airport,54174
Warren Airpark,54174
Blackhawk Island Airport,54201
Olson's Airport,54201
Nett Construction Airport,54204
Mc Manus Field,54210
Bordner Airport,54211
Stupek Farms Airport,54217
Blunt Field,54241
Tolovana Hot Springs Airport,54247
Tauberbischofsheim Airfield,54329
Wershofen/Eifel Airfield,54343
Bad Dürkheim Airport,54347
Base ULM de Saint Maurice,54360
Verchocq Airpark,54360
Blessings Landing Air Ranch,54405
Fletcher Airport,54418
Völkleshofen Airfield,54427
Ermis-Ridgeview Airport,54435
Planeacres Airport,54436
Flying 'O' Airport,54440
T.R. Funk Inc Airport,54452
Remer Municipal Airport,54470
Clover Valley Airport,54471
Underwood Airport,54479
Lakewood Airpark,54495
St Croix Riviera Airport,54495
Chilhowee Gliderport,54495
Turner Airport,54520
Baumholder Army Air Field,54529
Airport Manatee Airport,54531
Flugplatz Dauborn,54552
Fred Babcock Airport,54562
Higgins Airport,54628
Hound Run Airport,54630
Cunningham Airport,54646
Heart of Dixie Aero Estates Airport,54646
Syvrud Airport,54659
Keyhole Airport,54660
Flying-A-Ranch Airport,54664
UL-Flugplatz Drensteinfurt,54666
Aichach Glider Field,54675
Feldmann Field,54701
Flying G Airport,54721
Woodland Airstrip,54728
Old Dairy Airport,54729
Brion Memorial Airport,54729
Bancroft East Airport,54729
Northome Municipal Airport,54730
Triple H Airport,54732
Kimball Farm Service Inc Airport,54750
Mc Gregor Airport,54757
Draggintail Acres Airport,54762
Winch Airfield,54763
Fountain Prairie Airport,54769
North Bass Island Airport,54770
Tilghman Airport,54771
Eberle Ranch Airport,54773
Digger Dougs Airport,54810
Kvichak /Diamond J/ Airport,54812
Doering Farms Airfield,54826
Ozaukee Airport,54830
Western Airpark,54837
Greensburg Jeannette Regional Airport,54873
Bocamanu Airport,54875
Plainfield International Airport,54875
Mark's Park & Airfield,54891
Hales Landing Airport,54893
Bed-Ah-Wick Field,54904
Oshkosh Sky Ranch Airport,54904
Wolf River Landing Strip,54921
Aerostone Ranch Airport,54923
Antique Aerodrome,54930
Bowman Airstrip,54944
Flying Dollar Ranch Airport,54944
Lake California Air Park,54950
Mcfaul Airport,54961
Knutson Farms Airport,54961
Hillcrest Airport,54963
Larson Airport,54966
Rwnway Leasing Inc Nr 2 Airport,54966
Fly-N-Ski Airport,54967
Aero Estates Airport,54968
Murmuring Springs Airport,54969
Jorgensen - Stoller Airport,54970
Rosenbaum Field,54970
Three Acres Airport,54970
Oconomowoc Airport,54985
Voyager Village Airstrip,54986
Barnesville Municipal Airport,55008
Slatington Airport,55024
Lufker Airport,55033
Lindey's Landing Airport,55045
Benson Airport,55049
Washburn Farm Airport,55074
Johnston Airport,55076
Ferros Ranch-Aero Airport,55082
Bishop's Landing Airport,55084
Blackhawk Airport,55110
Ailertchen Airport,55126
Schameder Airport,55276
Šiauliai International Airport,55288
Applegate Airport,55289
Newfound Valley Airport,55319
Barnes Airport,55320
Aire Parque Airport,55340
Mckeown Airport,55342
Dillard Airport,55360
Sean D Sheldon Memorial Airfield,55363
Cliff Scott Airport,55368
Porter Airport,55371
Sky Harbor Residential Airpark,55387
Phillips Airport,55389
Rosser Ranch Airport,55395
Howell Valley Airport,55397
Mosenberg Airport,55459
Pirmasens Airport,55469
Pete's Port Airport,55501
Falköping Airport,55593
Kißlegg Airfield,55627
Noahs Ark Airport,55732
Hoppstädten-Weiersbach Airport,55743
Fisher Airport,55748
Blue Sky Airport,55751
Linkenheim Airport,55768
Altenstadt Army Airfield,55776
